,0,1,2,3,4,5,6,7
0,0.0,0.0,0.0,1.95,0.0,0.0,0.0,0.0
1,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,1.9499998,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0
5,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0013168458,0.0,0.0,0.0017797053,0.0,0.0
8,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95
11,0.9643793,0.0,0.0,0.0,0.0,0.0,0.03555484,0.0
12,0.0,100.00001,0.0,0.0,0.0,0.0,0.0,0.0
13,0.9643793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.2816647,0.12874794,0.0,0.17443152,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0
18,0.0,0.0,0.0013168458,1.95,0.0,0.0017797053,0.0,0.0
19,0.0,0.0,0.0,0.0,1.9499984,0.0,0.0,0.0
20,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,1.0000131,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.011742838,0.0
29,0.0,0.0,0.0,0.0,0.0,1.9419658,0.0,0.0
30,0.0,100.95,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0014259455,0.0,1.9499974,0.0,0.0,0.0,0.0
32,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95
35,0.0,1.9499998,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.2816647,0.12874794,0.0,0.17443152,0.0,0.0
38,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
40,0.0,0.0,0.0,1.95,0.0,0.0,0.0,0.0
41,0.0,0.0,0.2816647,0.12874794,0.0,0.0,0.0,0.41513127
42,0.0,0.0,0.0,0.0,1.9499174,0.0,0.0,0.0
43,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
45,0.97770315,0.0,0.0,0.0,0.0,0.0,0.0,0.021247739
46,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,1.9499174,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95
51,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0013168458,0.0,0.0,0.0017797053,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0
54,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,1.95,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0
58,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95
61,0.97770315,0.0,0.0,0.0,0.0,0.0,0.0,0.021247739
62,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,1.95,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.9999951,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0
67,0.0,1.9499998,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,1.9499984,0.0,0.0,0.0
69,0.0,0.0,0.0,1.95,0.0,0.0,0.0,0.0
70,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0
73,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
75,0.0,1.0006684,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,1.9499984,0.0,0.0,0.0
77,0.0,0.0,0.0,1.95,0.0,0.0,0.0,0.0
78,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
79,0.97770315,0.0,0.0,0.0,0.0,0.0,0.0,0.021247739
80,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0
82,0.0,1.9499998,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
84,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
86,0.97770315,0.0,0.0,0.0,0.0,0.0,0.0,0.021247739
87,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,1.95,0.0,0.011742838,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,1.000006,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.011742838,0.0
94,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,1.9419658,0.0,0.0
97,0.0,0.0,0.2816647,0.0,0.0,0.17443152,0.0,0.41513127
98,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.97770315,0.0,0.0,0.0,0.0,0.0,0.0,0.021247739
100,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,1.95,0.0,0.011742838,0.0
104,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0013168458,0.0,0.0,0.0017797053,0.0,0.0
107,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.0
108,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0013168458,1.95,0.0,0.0017797053,0.0,0.0
110,0.0,0.0,0.0013168458,1.95,0.0,0.0017797053,0.0,0.0
111,0.0,1.9499998,0.0,0.0,0.0,0.0,0.0,0.0
112,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,0.0,0.85637295,0.0,0.0144740725
115,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0.9876623,0.0,0.011742838,0.0
118,0.010498677,0.0,0.0,0.0,0.009832406,0.0,0.9634726,0.0
119,1.9499998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
121,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0,1.000006,0.0,0.0,0.0
124,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0
126,0.0,1.9499998,0.0,0.0,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95
128,0.97770315,0.0,0.0,0.0,0.0,0.0,0.0,0.021247739
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
133,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
134,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
135,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0071001993,0.0,0.0,0.0,0.0,0.0040451917
137,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
138,0.0,1.9499998,0.0,0.0,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0
140,0.0,0.0,0.0,0.0,1.9499505,0.0,0.0,0.0
141,0.0,0.0,0.0,1.95,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
143,0.0,100.000015,0.0,0.0,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.0
146,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.0
147,0.0,0.0,0.0,0.0,0.0,1.9499984,0.0,0.0
148,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95
150,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
151,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
152,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
153,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.0
154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,1.9499998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0
158,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
159,0.0,0.0,0.040054698,0.0,0.0,0.95556164,0.0,0.004015075
160,0.0,0.0,0.0,0.0,0.0,0.85637295,0.0,0.0144740725
161,0.0,100.95,0.0,0.0,0.0,0.0,0.0,0.0
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,0.97770315,0.0,0.0,0.0,0.0,0.0,0.0,0.021247739
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
166,0.0,1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95
170,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.0
171,0.0020696754,0.0,0.0,0.0,0.0,0.0,0.0,1.95
172,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0
173,0.0,1.9499998,0.0,0.0,0.0,0.0,0.0,0.0
174,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
175,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.0
176,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
177,0.0,0.0,0.0,0.0,1.95,0.0,0.011742838,0.0
178,0.0,0.0,0.0013168458,1.95,0.0,0.0017797053,0.0,0.0
179,0.0,0.0,0.0025029974,0.0,0.0,0.0,0.0,0.0
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95
181,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
182,0.97770315,0.0,0.0,0.0,0.0,0.0,0.0,0.021247739
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9723528
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95
185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95
186,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0,1.9499984,0.0,0.0,0.0
189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,0.0,1.000006,0.0,0.0,0.0,0.0,0.0,0.0
192,0.12915298,0.0,0.0,0.0,0.0,0.0,0.0,0.0144740725
193,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
194,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0
195,0.0,0.0,0.0,0.0,1.95,0.0,0.011742838,0.0
196,0.97770315,0.0,0.0,0.0,0.0,0.0,0.0,0.021247739
197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95
198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,0.0,0.0,0.0071001993,0.0,1.9499912,0.0,0.0,0.0040451917
